grid_km,outcome,model,feature_set,n_features,n_train,n_test,test_base_rate,roc_auc,average_precision,brier,threshold,precision,recall,f1,positive_rate_pred
200,target_protest_next_week,Logistic regression,A_place_time,5,267520,66560,0.10040564903846154,0.6174343035923529,0.19023393534302355,0.4541656451848846,0.10040564903846154,0.10040564903846154,1.0,0.18248842892836176,1.0
200,target_protest_next_week,Random forest,A_place_time,5,267520,66560,0.10040564903846154,0.8278520258264691,0.46557145657952376,0.11589230419750042,0.10040564903846154,0.13752107561281396,0.9519676791859943,0.24032486542638587,0.6950420673076924
200,target_protest_next_week,Logistic regression,B_temporal_focal_history,8,267520,66560,0.10040564903846154,0.828569607397894,0.5466599726868453,0.26339174882666044,0.10040564903846154,0.10040564903846154,1.0,0.18248842892836176,1.0
200,target_protest_next_week,Random forest,B_temporal_focal_history,8,267520,66560,0.10040564903846154,0.8591278213409463,0.5621259145195131,0.12795128338951153,0.10040564903846154,0.13433992293516503,0.9598982492892414,0.2356939469091577,0.7174278846153846
200,target_protest_next_week,Logistic regression,C_spatiotemporal_neighbors,11,267520,66560,0.10040564903846154,0.8490173147635581,0.5527411779745469,0.2570324231800492,0.10040564903846154,0.10040564903846154,1.0,0.18248842892836176,1.0
200,target_protest_next_week,Random forest,C_spatiotemporal_neighbors,11,267520,66560,0.10040564903846154,0.8601117327180903,0.564855162389045,0.12229807228389711,0.10040564903846154,0.1269475124621249,0.9717192877450247,0.22455824890210588,0.7685546875
200,target_protest_next_week,Logistic regression,D_peaceful_nonpeaceful_diffusion,17,267520,66560,0.10040564903846154,0.8479730309821552,0.5515751737493043,0.2571879866812029,0.10040564903846154,0.10040564903846154,1.0,0.18248842892836176,1.0
200,target_protest_next_week,Random forest,D_peaceful_nonpeaceful_diffusion,17,267520,66560,0.10040564903846154,0.8607242183000664,0.5631551165700104,0.12512882770984807,0.10040564903846154,0.12256115863725049,0.9775549902738291,0.21781385966959507,0.8008413461538462
