grid_km,scope,window,peaceful_coefficient,nonpeaceful_coefficient,peaceful_minus_nonpeaceful,supports_h2_direction
200,temporal_focal_history,1w,0.18950940046395578,0.06501290389285445,0.12449649657110133,True
200,temporal_focal_history,2w,0.019944046265672612,0.04314073218828481,-0.0231966859226122,False
200,temporal_focal_history,4w,1.5025801990931411,0.4141300042545833,1.0884501948385579,True
200,spatial_neighbor_history,1w,0.04973950066572318,0.10423779097717824,-0.05449829031145506,False
200,spatial_neighbor_history,2w,-2.065731614767183e-05,-0.022707727825576715,0.022687070509429044,True
200,spatial_neighbor_history,4w,0.24684408131463215,-0.01803812208478723,0.26488220339941937,True
