model,feature_set,n_features,roc_auc,avg_precision,brier,threshold,precision,recall,f1,positive_rate_pred
Logit_A_riot_history,A_riot_history,54,0.8186384695932081,0.7235594641044937,0.25833969037815435,0.3153453689167975,0.4008949723611477,0.9477286869943995,0.563448020717721,0.7454866562009419
Logit_B_total_protest_history,B_total_protest_history,57,0.8142176059419034,0.6953268305086061,0.2595852136073853,0.3153453689167975,0.40253901084369215,0.9471064094586186,0.5649591685226429,0.7419544740973313
Logit_C_peaceful_nonpeaceful_history,C_peaceful_nonpeaceful_history,60,0.8138589358001849,0.6916508624663189,0.25983235302867563,0.3153453689167975,0.4029139072847682,0.9464841319228375,0.5652173913043478,0.7407770800627943
